"","username","my_watched_episodes","total_count","greater_than_eq_3_count","percentage","category"
"51037","TheBandOfTheHawk",4,6,5,0.833333333333333,9
"51038","thebaron",4,2,1,0.5,5
"51039","thebassa",2,66,28,0.424242424242424,5
"51040","TheBatotot",1,17,5,0.294117647058824,3
"51041","TheBeardedMan",3,2,1,0.5,5
"51042","TheBeast",3.5,2,2,1,10
"51043","thebeast511",4.5,4,4,1,10
"51044","TheBeat",4,3,3,1,10
"51045","TheBertRam",1.5,2,0,0,1
"51046","TheBesciak",9,1,1,1,10
"51047","TheBeStRa",2,1,0,0,1
"51048","TheBigBoss91",1,1,0,0,1
"51049","TheBigE",9,3,3,1,10
"51050","TheBigGuy",7,10,9,0.9,9
"51051","thebigplum",3,17,10,0.588235294117647,6
"51052","TheBigVitus",14,1,1,1,10
"51053","thebigyahuni",5,3,2,0.666666666666667,7
"51054","TheBiOne",5,9,7,0.777777777777778,8
"51055","thebitstick",2,72,33,0.458333333333333,5
"51056","thebjorno",6,1,1,1,10
"51057","TheBlackCrow",3,2,2,1,10
"51058","TheBlackEagle",3,11,6,0.545454545454545,6
"51059","TheBlackHowling",3.5,4,4,1,10
"51060","theblackknight",3,3,2,0.666666666666667,7
"51061","theblackmage88",10,2,2,1,10
"51062","TheBlackTac",4.5,4,3,0.75,8
"51063","TheBlackTaka",4,14,8,0.571428571428571,6
"51064","TheBlackVoid",1,1,0,0,1
"51065","TheBlueBlur",2,45,18,0.4,4
"51066","TheBlueMegaDeuce",4,1,1,1,10
"51067","theblueraven",4,4,3,0.75,8
"51068","TheBootyLord",5,1,1,1,10
"51069","TheBootyToucher",9.5,2,2,1,10
"51070","TheBoy",5,7,7,1,10
"51071","TheBozz",7,6,5,0.833333333333333,9
"51072","TheBrainofBrian",5,16,11,0.6875,7
"51073","TheBritishBear",5,5,3,0.6,6
"51074","TheBritishOtaku",3,3,3,1,10
"51075","TheBritishRobot",3.5,4,2,0.5,5
"51076","TheBrokeWeeb",2,122,40,0.327868852459016,4
"51077","TheBuldog",7,1,1,1,10
"51078","thebunnyhunter",1,1,0,0,1
"51079","TheC0pyC4t",12,2,2,1,10
"51080","thecakeslies",4,1,1,1,10
"51081","TheCap",1,5,1,0.2,2
"51082","thecaptain3377",6.5,2,2,1,10
"51083","TheCaramelToe",5,27,24,0.888888888888889,9
"51084","TheCardMaster",3,17,10,0.588235294117647,6
"51085","TheCasterOfworms",4,11,8,0.727272727272727,8
"51086","TheCasualPleb",2,39,14,0.358974358974359,4
"51087","TheCaylos",5.5,6,5,0.833333333333333,9
"51088","TheCbass",3,6,4,0.666666666666667,7
"51089","Thecg",4,11,6,0.545454545454545,6
"51090","Thechaser",5,34,27,0.794117647058823,8
"51091","TheCheshireKaren",1,1,0,0,1
"51092","TheChikachi",7,1,1,1,10
"51093","thechillinhippy",5,1,1,1,10
"51094","TheCobraSlayer",1,13,3,0.230769230769231,3
"51095","TheColorLessKing",1,13,3,0.230769230769231,3
"51096","TheContradiction",5,1,1,1,10
"51097","TheCookie",3.5,4,3,0.75,8
"51098","TheCoolestBaka",6,2,1,0.5,5
"51099","TheCoolestCat",2,1,0,0,1
"51100","TheCrazyGuy",16,3,3,1,10
"51101","THECREATOR49",2,1,0,0,1
"51102","THECRISPYPIMP",1,6,2,0.333333333333333,4
"51103","thecristian1409",2,23,11,0.478260869565217,5
"51104","thecrix",5,57,37,0.649122807017544,7
"51105","thecrow99",4,6,5,0.833333333333333,9
"51106","TheCrumble",3,3,3,1,10
"51107","TheCyclon",2,9,4,0.444444444444444,5
"51108","TheD2tmx",3,1,1,1,10
"51109","TheDarkCrow",3,128,79,0.6171875,7
"51110","thedarkinone",24,1,1,1,10
"51111","thedarkplayer",6,21,13,0.619047619047619,7
"51112","TheDarkPotato",2,1,0,0,1
"51113","TheDarkSky",3.5,2,1,0.5,5
"51114","TheDarksoldier",3,21,12,0.571428571428571,6
"51115","thedarkstalker",1,6,1,0.166666666666667,2
"51116","TheDarkStealth",3,3,3,1,10
"51117","TheDawn",5.5,2,1,0.5,5
"51118","thedawnrune",2,1,0,0,1
"51119","TheDeadServ",3,7,4,0.571428571428571,6
"51120","TheDeathBerry",13,1,1,1,10
"51121","thedeathkid",3,57,35,0.614035087719298,7
"51122","thededdy",4.5,4,3,0.75,8
"51123","TheDekel",5,17,11,0.647058823529412,7
"51124","TheDekuTurtle",1,11,3,0.272727272727273,3
"51125","thedestinedblade",6,3,2,0.666666666666667,7
"51126","TheDingleberry",3,9,5,0.555555555555556,6
"51127","TheDirtyKipper",5,2,2,1,10
"51128","thedobaga",4,5,4,0.8,8
"51129","TheDoctor95",3.5,2,2,1,10
"51130","TheDoggoneGirl",3,36,20,0.555555555555556,6
"51131","TheDome92",5,3,2,0.666666666666667,7
"51132","TheDoridot",3,3,3,1,10
"51133","TheDownLo",4,3,2,0.666666666666667,7
"51134","Thedragofire",6,2,2,1,10
"51135","TheDragonEmperor",6,1,1,1,10
"51136","TheDragonsChild",1,1,0,0,1
"51137","thedragonwithin",3.5,6,5,0.833333333333333,9
"51138","TheDreamingKing",1.5,6,1,0.166666666666667,2
"51139","Thedrek",9.5,2,2,1,10
"51140","TheDrunkenOtaku",4,1,1,1,10
"51141","TheEagleStrike",1,11,2,0.181818181818182,2
"51142","theegplanthunter",1,9,4,0.444444444444444,5
"51143","theElement",3,34,19,0.558823529411765,6
"51144","TheElevenTails",3,5,5,1,10
"51145","TheElfiestElf",2,3,0,0,1
"51146","TheEmulator",2,2,1,0.5,5
"51147","TheEnchanter",2,11,4,0.363636363636364,4
"51148","TheEnigmaZone",4,3,2,0.666666666666667,7
"51149","Theeraphat_Sila",1.5,4,1,0.25,3
"51150","TheErenna",1,1,0,0,1
"51151","TheEtdark",5,41,29,0.707317073170732,8
"51152","theetha",4,4,3,0.75,8
"51153","TheExpeditionary",6,1,1,1,10
"51154","TheExSpectator",8,3,3,1,10
"51155","TheEyelander",3.5,4,3,0.75,8
"51156","thefadinglight17",2,1,0,0,1
"51157","TheFadingMoon",4,3,3,1,10
"51158","TheFailedNinja",4,39,23,0.58974358974359,6
"51159","TheFallenAngel16",3,14,9,0.642857142857143,7
"51160","TheFamousOne",8,1,1,1,10
"51161","TheFarshooter",7,3,3,1,10
"51162","thefemslasher",2,6,3,0.5,5
"51163","TheFicus",4,1,1,1,10
"51164","thefightingippo",20,1,1,1,10
"51165","TheFireCreature",5,2,1,0.5,5
"51166","TheFireRed",2,3,1,0.333333333333333,4
"51167","TheFlabGod",5,5,5,1,10
"51168","TheFlowingStream",2,3,1,0.333333333333333,4
"51169","TheFlyingLettuce",4.5,2,2,1,10
"51170","TheFoogles82",1,1,0,0,1
"51171","thefreaxx",5.5,2,2,1,10
"51172","TheFreshPrince",2.5,4,2,0.5,5
"51173","TheFrostBiiteHD",2,29,13,0.448275862068966,5
"51174","thefunshow",2.5,6,3,0.5,5
"51175","TheGabe",5,19,15,0.789473684210526,8
"51176","TheGaceSolaris",1,2,0,0,1
"51177","TheGalm",3,1,1,1,10
"51178","TheGargola",12,19,19,1,10
"51179","TheGateKeeperEU",3.5,2,1,0.5,5
"51180","TheGD1212",4,18,15,0.833333333333333,9
"51181","TheGenkiGuy",1,38,8,0.210526315789474,3
"51182","TheGenov",3,21,11,0.523809523809524,6
"51183","theghost808",6.5,6,4,0.666666666666667,7
"51184","thegin",3,10,10,1,10
"51185","thegirlinbloom",1,5,1,0.2,2
"51186","theglack",3,1,1,1,10
"51187","TheGlassFirefly",5,1,1,1,10
"51188","TheGLbOne",2,9,2,0.222222222222222,3
"51189","TheGLX",7,5,5,1,10
"51190","TheGoatee",1,18,7,0.388888888888889,4
"51191","TheGoddessRwby",4,1,1,1,10
"51192","thegodeye",6,2,1,0.5,5
"51193","thegodkarp",1,5,1,0.2,2
"51194","TheGodOfDeath",2,18,4,0.222222222222222,3
"51195","thegodsfury",4,8,6,0.75,8
"51196","TheGodSlash",5.5,8,7,0.875,9
"51197","TheGoldCloak",3,24,19,0.791666666666667,8
"51198","TheGoldenLion",5,8,5,0.625,7
"51199","TheGr3g",7,1,1,1,10
"51200","TheGrandTatunka",1,5,1,0.2,2
"51201","TheGrayWolf",1,5,1,0.2,2
"51202","thegreatbakson",5,3,3,1,10
"51203","TheGreed",2,2,1,0.5,5
"51204","TheGreedy",2,1,0,0,1
"51205","TheGuilty",4.5,4,3,0.75,8
"51206","TheGundamFan",1,5,2,0.4,4
"51207","TheGunners",7,4,4,1,10
"51208","TheHarutoKun",2,29,11,0.379310344827586,4
"51209","TheHatredOfShiro",4,1,1,1,10
"51210","thehaxorman",3,21,11,0.523809523809524,6
"51211","Theheibelgirl",7,2,2,1,10
"51212","TheHeichouv2",3,1,1,1,10
"51213","thehellz",5,3,2,0.666666666666667,7
"51214","thehery",3,19,14,0.736842105263158,8
"51215","TheHexQ",1,3,1,0.333333333333333,4
"51216","TheHimoutoLife",2,3,0,0,1
"51217","thehit180",2,3,0,0,1
"51218","Thehittman71",3,2,1,0.5,5
"51219","thehollow89",3,11,6,0.545454545454545,6
"51220","TheHolyDonger",3,1,1,1,10
"51221","TheHolyPotato",4,9,7,0.777777777777778,8
"51222","TheHyperSloth",2,1,0,0,1
"51223","theiceisfrozen",2,6,2,0.333333333333333,4
"51224","TheIdolOtaku",3,8,4,0.5,5
"51225","theillusionary",2,9,4,0.444444444444444,5
"51226","TheImmortalOne50",1.5,2,0,0,1
"51227","Theimp",10,3,3,1,10
"51228","TheInfection",3,1,1,1,10
"51229","TheInnocentOne",3,6,5,0.833333333333333,9
"51230","TheInsidiousTaco",4,1,1,1,10
"51231","TheInspiredConj",1,1,0,0,1
"51232","TheInterloper",2,2,1,0.5,5
"51233","TheInvisibleSelf",5,32,30,0.9375,10
"51234","theironlefty",4,7,5,0.714285714285714,8
"51235","theironpill",3,26,16,0.615384615384615,7
"51236","TheItsSean",3,5,3,0.6,6
"51237","TheJ3east",6,1,1,1,10
"51238","TheJaceX",3,27,15,0.555555555555556,6
"51239","TheJacket",2.5,14,7,0.5,5
"51240","thejadegecko",2,14,4,0.285714285714286,3
"51241","thejaluas",4.5,12,10,0.833333333333333,9
"51242","thejappster",1.5,2,0,0,1
"51243","TheJazBeast",5,5,5,1,10
"51244","thejellydude",3,40,22,0.55,6
"51245","TheJerm43",4.5,14,13,0.928571428571429,10
"51246","thejibblies",1,1,0,0,1
"51247","TheJis",1,1,0,0,1
"51248","thejmp",5,4,3,0.75,8
"51249","thejosh18",6,10,10,1,10
"51250","thejstranger",3,5,3,0.6,6
"51251","TheJuggernaut",5,5,4,0.8,8
"51252","thejvictor",1.5,10,4,0.4,4
"51253","TheJynkzedOne",5,13,9,0.692307692307692,7
"51254","thekawaiifangirl",2,5,2,0.4,4
"51255","TheKeeper",24,1,1,1,10
"51256","TheKekich",2.5,2,1,0.5,5
"51257","thekgproject",11,1,1,1,10
"51258","theKick",9.5,2,1,0.5,5
"51259","thekid9879",8,5,4,0.8,8
"51260","TheKillerStik",4,1,1,1,10
"51261","TheKilljoy",4,5,3,0.6,6
"51262","TheKingKamui",7,7,4,0.571428571428571,6
"51263","TheKingNier",3,3,2,0.666666666666667,7
"51264","TheKingOfKi11",1.5,4,1,0.25,3
"51265","thekittycatcharm",4,2,1,0.5,5
"51266","TheKlucha95",3,11,8,0.727272727272727,8
"51267","TheKTimer",1,1,0,0,1
"51268","TheKuma",6,1,1,1,10
"51269","thel_vanemee",3,3,2,0.666666666666667,7
"51270","TheLastDrink",1,1,0,0,1
"51271","thelastfoster",4,1,1,1,10
"51272","thelasthope139",1,71,24,0.338028169014085,4
"51273","TheLastKing360",2,68,32,0.470588235294118,5
"51274","thelastreturn",7,1,1,1,10
"51275","TheLaughingWoman",4.5,2,1,0.5,5
"51276","thelda",9.5,2,2,1,10
"51277","TheLe0",2,27,10,0.37037037037037,4
"51278","Theleedynasty",3.5,8,5,0.625,7
"51279","thelegend13",3,8,4,0.5,5
"51280","TheLegend1337",13,1,1,1,10
"51281","TheLibrarian",2,18,4,0.222222222222222,3
"51282","TheLittleOne_",4,3,2,0.666666666666667,7
"51283","TheLittleOwl",14,3,3,1,10
"51284","TheLivingAngel",2.5,4,2,0.5,5
"51285","TheLizardKing",4,1,1,1,10
"51286","TheLobo2011",3.5,6,5,0.833333333333333,9
"51287","TheLoliconKing",3,4,3,0.75,8
"51288","TheLolioligist",4,15,12,0.8,8
"51289","TheLoliPope",1,15,6,0.4,4
"51290","thelolmandotcom",2,4,1,0.25,3
"51291","thelondonlook",2,6,1,0.166666666666667,2
"51292","theloneolimar",6,1,1,1,10
"51293","TheloniousMonkey",4,5,4,0.8,8
"51294","TheLostLight",2,3,0,0,1
"51295","thelotosoul",4,2,2,1,10
"51296","thelotusf1fan",5,9,9,1,10
"51297","thelReason",4,41,27,0.658536585365854,7
"51298","them20eyes",2,16,5,0.3125,4
"51299","themadboy21",2.5,8,4,0.5,5
"51300","TheMADDrew",2,1,0,0,1
"51301","TheMagu5",2,9,4,0.444444444444444,5
"51302","TheMangaka",7.5,2,2,1,10
"51303","themanwithanrx7",6,1,1,1,10
"51304","TheMarathoner",3,11,8,0.727272727272727,8
"51305","TheMasterMind",3,33,20,0.606060606060606,7
"51306","TheMaverick007",3,1,1,1,10
"51307","themayara",6,1,1,1,10
"51308","TheMcDanee",1,1,0,0,1
"51309","themcphailure",2,1,0,0,1
"51310","TheMeanestGuest",5,2,2,1,10
"51311","themee",8,5,5,1,10
"51312","TheMellowFellow",1,1,0,0,1
"51313","TheMexicanTacos",3,20,13,0.65,7
"51314","TheMidnightScene",1,2,0,0,1
"51315","TheMightyKawama",3.5,4,2,0.5,5
"51316","themiguelps2",2,8,3,0.375,4
"51317","TheMikia",2,1,0,0,1
"51318","TheMinatoSan",2,3,1,0.333333333333333,4
"51319","TheMiniMexi",2,1,0,0,1
"51320","TheMisfit",3,4,3,0.75,8
"51321","TheMizuri",3,11,7,0.636363636363636,7
"51322","TheMja",3,5,4,0.8,8
"51323","TheMNZ",3,3,2,0.666666666666667,7
"51324","TheMoeTitan",1,1,0,0,1
"51325","themogens",5,3,2,0.666666666666667,7
"51326","theMoistPenguin",1,16,5,0.3125,4
"51327","themonster",1,2,0,0,1
"51328","themonstertrap",3,20,12,0.6,6
"51329","THeMooN",4,29,20,0.689655172413793,7
"51330","TheMoonEmperor",4,18,15,0.833333333333333,9
"51331","TheMorningSage",4,9,7,0.777777777777778,8
"51332","themreaper",2,7,3,0.428571428571429,5
"51333","themystic",12,1,1,1,10
"51334","themysticalegg",2.5,2,1,0.5,5
"51335","TheNach0xNG",2,11,1,0.0909090909090909,1
"51336","theNachoGX",2,23,11,0.478260869565217,5
"51337","TheNapalm99",2,5,1,0.2,2
"51338","thenastyunicorn",4,5,5,1,10
"51339","Thenekolover",4,4,3,0.75,8
"51340","TheNero",2,5,2,0.4,4
"51341","thenewtypetheory",2,20,7,0.35,4
"51342","TheNicozu",3,10,5,0.5,5
"51343","thenobleone",2,9,2,0.222222222222222,3
"51344","thenrique",5,5,5,1,10
"51345","TheNumber1Tony",1,3,0,0,1
"51346","TheNurseInBlack",15,2,2,1,10
"51347","Theo-Chan",2,15,6,0.4,4
"51348","Theo13",5,1,1,1,10
"51349","TheObserverO2O",1,1,0,0,1
"51350","theobviousalias",2,2,0,0,1
"51351","theocrattt",8,3,3,1,10
"51352","Theoden",1,1,0,0,1
"51353","theodiablo",4,38,22,0.578947368421053,6
"51354","theodorejhooker",5,1,1,1,10
"51355","theoell",4,4,2,0.5,5
"51356","TheOmegaRadio",5.5,2,2,1,10
"51357","theone_1997",6,3,2,0.666666666666667,7
"51358","theonedecorie",2,7,2,0.285714285714286,3
"51359","TheOneEyedBandit",7,3,2,0.666666666666667,7
"51360","TheOneNKB",2.5,12,6,0.5,5
"51361","TheOnePro",12,1,1,1,10
"51362","ThEoNePugNA",6,3,3,1,10
"51363","TheOnlyLite",2,1,0,0,1
"51364","TheOnlyZii",3,15,8,0.533333333333333,6
"51365","Theonyn",2,1,0,0,1
"51366","theooo",5,7,4,0.571428571428571,6
"51367","TheOppaiDragon",1,1,0,0,1
"51368","TheOrangeGamer",3.5,6,5,0.833333333333333,9
"51369","theoretic",3.5,12,7,0.583333333333333,6
"51370","Theorev",4,1,1,1,10
"51371","theoriginalarf",7,5,5,1,10
"51372","TheOriginalDream",4.5,2,2,1,10
"51373","theorist_pl",8,4,4,1,10
"51374","theosaima",6,2,1,0.5,5
"51375","Theosoryu",3.5,10,6,0.6,6
"51376","theotaku29",5,1,1,1,10
"51377","TheOtakuGod",5.5,2,2,1,10
"51378","TheOtherUnicorn",3,21,14,0.666666666666667,7
"51379","TheOwlPeculiar",5,1,1,1,10
"51380","Thepancakesyrup",3.5,2,1,0.5,5
"51381","ThePapeQuest",5.5,10,6,0.6,6
"51382","ThePatches",2,1,0,0,1
"51383","ThePaymonster",1,83,15,0.180722891566265,2
"51384","theperceptivefox",2,12,5,0.416666666666667,5
"51385","ThePerfectNerd4U",3,1,1,1,10
"51386","ThePhamily",6,9,6,0.666666666666667,7
"51387","ThePhantomPain",10,2,2,1,10
"51388","thepichu123",1.5,30,10,0.333333333333333,4
"51389","thepinkangel",1,44,14,0.318181818181818,4
"51390","ThePKNess",2,14,6,0.428571428571429,5
"51391","theplayster",4,7,4,0.571428571428571,6
"51392","thepmike",1,2,0,0,1
"51393","ThePowa",1,4,1,0.25,3
"51394","TheProfanity",5,8,7,0.875,9
"51395","TheProfessorPwns",2,3,1,0.333333333333333,4
"51396","ThePrototype",2,11,5,0.454545454545455,5
"51397","ThePuisiitis",3,10,7,0.7,7
"51398","ThePurger",2,228,86,0.37719298245614,4
"51399","thepurpleskies",1,1,0,0,1
"51400","thepythia",5,4,3,0.75,8
"51401","TheQebyn",3,1,1,1,10
"51402","TheRafaelNart",5,32,29,0.90625,10
"51403","TheRain",4,2,1,0.5,5
"51404","Theranlove2",4,13,12,0.923076923076923,10
"51405","Therapyst",1,2,0,0,1
"51406","therationalpi",3,10,6,0.6,6
"51407","TheRavenFR",8.5,2,2,1,10
"51408","TheRealAkira",9,1,1,1,10
"51409","Therealbakemono",10,1,1,1,10
"51410","TheRealChains",5,15,11,0.733333333333333,8
"51411","TheRealJox",5,10,7,0.7,7
"51412","therealmelfox",1,4,0,0,1
"51413","TheRealNeji",5,1,1,1,10
"51414","TheRealSenpai",2,10,4,0.4,4
"51415","TheRealShinso",2,1,0,0,1
"51416","thereapersedge",5.5,6,4,0.666666666666667,7
"51417","Therese82",1.5,2,0,0,1
"51418","TheResistance",3,14,12,0.857142857142857,9
"51419","TheResoluteFairy",4,12,10,0.833333333333333,9
"51420","Therhamm",1,3,0,0,1
"51421","TheRisingPheonix",4,1,1,1,10
"51422","ThermicLine",3,12,8,0.666666666666667,7
"51423","Thermosas",2,9,3,0.333333333333333,4
"51424","TheRock7007",6,7,6,0.857142857142857,9
"51425","TheRodriguez",3,5,3,0.6,6
"51426","theroguestutts",3,5,5,1,10
"51427","theromethrone",3,3,3,1,10
"51428","TherrusD",3,2,1,0.5,5
"51429","TheRubbleBubble",4.5,12,10,0.833333333333333,9
"51430","therubicon",1,5,2,0.4,4
"51431","TheSameHiDDen",4,5,4,0.8,8
"51432","thesarcasticguy",5,2,1,0.5,5
"51433","TheSaucySage",4,53,35,0.660377358490566,7
"51434","TheSavior",2,1,0,0,1
"51435","theseabass",2.5,6,3,0.5,5
"51436","theseekeroftime",3,10,6,0.6,6
"51437","theseus1211",7,4,3,0.75,8
"51438","TheSevenSpiegel",4,3,3,1,10
"51439","TheSevinator",2,3,0,0,1
"51440","theshadowhunter",7,1,1,1,10
"51441","theshadowz",2,1,0,0,1
"51442","TheShamelessMiko",1,1,0,0,1
"51443","TheShehzoreZ",4,5,5,1,10
"51444","theshermand",4,14,11,0.785714285714286,8
"51445","theshinsengumi",3,13,9,0.692307692307692,7
"51446","theshooter21",1,16,2,0.125,2
"51447","TheShouyou",2,5,2,0.4,4
"51448","theSilenceAF",4,35,29,0.828571428571429,9
"51449","thesilentking",3,6,4,0.666666666666667,7
"51450","thesilentsenshi",2,3,1,0.333333333333333,4
"51451","TheSilverPrince",4.5,6,4,0.666666666666667,7
"51452","thesilverspear",1,2,0,0,1
"51453","thesingingpinoy",5,1,1,1,10
"51454","TheSkiPzZ",2,41,19,0.463414634146341,5
"51455","theskullknight",1,45,13,0.288888888888889,3
"51456","TheSky02",1,5,0,0,1
"51457","Theskyisonfire",4,11,6,0.545454545454545,6
"51458","TheSkyMS",3,1,1,1,10
"51459","TheSleepingNeko",19,1,1,1,10
"51460","TheSockPrincess",1,1,0,0,1
"51461","thesoleone",2,17,6,0.352941176470588,4
"51462","thesorrow121",4.5,4,2,0.5,5
"51463","TheSoulGuardian",8,2,1,0.5,5
"51464","TheSourAsian",8,21,20,0.952380952380952,10
"51465","Thespacepope",3,24,16,0.666666666666667,7
"51466","thesportsgeek",3,241,241,1,10
"51467","TheStarEffect",1,2,0,0,1
"51468","thesteelx",3.5,2,2,1,10
"51469","TheStonePanda",4,12,10,0.833333333333333,9
"51470","TheStoryteller",2,7,3,0.428571428571429,5
"51471","TheStream",3,5,3,0.6,6
"51472","thesundaywriter",2,79,25,0.316455696202532,4
"51473","TheSunnyGoMerry",4,11,8,0.727272727272727,8
"51474","TheSuperCardenas",2,29,14,0.482758620689655,5
"51475","TheSuperSpinD",5,1,1,1,10
"51476","theswag69",6,25,17,0.68,7
"51477","TheSweetLily",2,15,7,0.466666666666667,5
"51478","TheTakeo",5,8,8,1,10
"51479","TheTangential",7,1,1,1,10
"51480","TheTenthMugiwara",5,2,2,1,10
"51481","TheTerminator248",6.5,2,2,1,10
"51482","TheThing_89",1,2,0,0,1
"51483","thethoam",3,2,1,0.5,5
"51484","thethorndog",3,16,11,0.6875,7
"51485","TheThunderwiz",5.5,2,1,0.5,5
"51486","TheTiagoFire",2,12,6,0.5,5
"51487","TheTickler",4,4,4,1,10
"51488","Thetinncann",4,2,1,0.5,5
"51489","TheTinyChemist",1,17,4,0.235294117647059,3
"51490","ThetinyestOne",2,1,0,0,1
"51491","thetoilenator",2,22,7,0.318181818181818,4
"51492","TheTonty",2,5,1,0.2,2
"51493","TheToten",1,4,0,0,1
"51494","thetracker23",5,10,6,0.6,6
"51495","TheTriforce",3,2,2,1,10
"51496","TheTsunami",1,46,8,0.173913043478261,2
"51497","thetwisted50",2.5,12,6,0.5,5
"51498","theuchihababe",4,15,10,0.666666666666667,7
"51499","theultramarine",1,2,0,0,1
"51500","TheUn_kn0wnGuy",6,3,3,1,10
"51501","TheUndeadPanda",9,3,3,1,10
"51502","TheUnexpectedFan",3,3,2,0.666666666666667,7
"51503","TheUniqueReaper",4.5,22,12,0.545454545454545,6
"51504","TheUnsend",1.5,4,1,0.25,3
"51505","theurobutcher",1,57,10,0.175438596491228,2
"51506","Theus",3,5,3,0.6,6
"51507","TheVan",1,1,0,0,1
"51508","thevelmu",4,2,1,0.5,5
"51509","Thevikingtaco",4,2,2,1,10
"51510","TheVirginMary",3,3,3,1,10
"51511","TheVoynichCodex",3,2,2,1,10
"51512","TheWanderingNin",2.5,6,3,0.5,5
"51513","thewang",1,1,0,0,1
"51514","TheWarAngel87",2.5,6,3,0.5,5
"51515","TheWashout",6,9,9,1,10
"51516","thewatchman",4,1,1,1,10
"51517","TheWayOfTheNinja",4,36,31,0.861111111111111,9
"51518","theweschan",4.5,34,25,0.735294117647059,8
"51519","TheWestExit",1,26,6,0.230769230769231,3
"51520","TheWhipMan",4,7,4,0.571428571428571,6
"51521","TheWhiteCoons",1,1,0,0,1
"51522","TheWhiteCrane",2,15,6,0.4,4
"51523","thewilker",1,22,6,0.272727272727273,3
"51524","TheWilsonization",3,7,7,1,10
"51525","thewire",3,12,6,0.5,5
"51526","thexbax",22,1,1,1,10
"51527","thexilipiz",4,3,2,0.666666666666667,7
"51528","ThexPhoenix",2.5,2,1,0.5,5
"51529","TheYandereAddict",1,1,0,0,1
"51530","TheyCallMeJoe",3,3,2,0.666666666666667,7
"51531","TheyCallMeWheels",4,24,17,0.708333333333333,8
"51532","theygavemelsd",6,1,1,1,10
"51533","TheYosei",4,1,1,1,10
"51534","theyUKa",3,1,1,1,10
"51535","theyWereOnBreak",3,13,7,0.538461538461538,6
"51536","TheZarrox",5,3,2,0.666666666666667,7
"51537","thezedman12",3,3,2,0.666666666666667,7
"51538","TheZenith",2,2,1,0.5,5
"51539","thezeppo1138",3,4,2,0.5,5
"51540","thezeroteck",3,37,21,0.567567567567568,6
"51541","TheZombieQueen",1,15,4,0.266666666666667,3
"51542","Thhorde",3,4,3,0.75,8
"51543","Thiago_",2,2,1,0.5,5
"51544","Thiago_azd",3,7,4,0.571428571428571,6
"51545","Thiago_franca_",6,1,1,1,10
"51546","Thiago_maciel",2,45,22,0.488888888888889,5
"51547","Thiago3T",4,2,2,1,10
"51548","thiago52192",4,10,6,0.6,6
"51549","ThiagoDuarte",5,8,7,0.875,9
"51550","ThiagoMartins",11,1,1,1,10
"51551","thiagopcf",1,3,0,0,1
"51552","ThiagoShippudeN",3,4,2,0.5,5
"51553","thiagowna",3,2,2,1,10
"51554","thibaud76200",1,35,9,0.257142857142857,3
"51555","thickskull",1,1,0,0,1
"51556","Thiera",7,5,3,0.6,6
"51557","ThieVuz",2,1,0,0,1
"51558","Thigh",2,7,3,0.428571428571429,5
"51559","thijner14",1.5,2,0,0,1
"51560","Thimeeh",3.5,2,2,1,10
"51561","ThinhRanger",5.5,4,4,1,10
"51562","thinkgreen",2,3,1,0.333333333333333,4
"51563","Thinru",3,37,20,0.540540540540541,6
"51564","Thio_Priz",1,6,0,0,1
"51565","Third_Atlantic",5.5,10,9,0.9,9
"51566","third_horseman",3.5,2,2,1,10
"51567","thirdeye89",3,28,16,0.571428571428571,6
"51568","ThirdNight",8,2,2,1,10
"51569","ThirdQED",1,1,0,0,1
"51570","ThirdSeason",4.5,6,5,0.833333333333333,9
"51571","thirsty4souls",3,7,5,0.714285714285714,8
"51572","thisguy2011",4,11,8,0.727272727272727,8
"51573","ThisIsDreDre",5,2,1,0.5,5
"51574","thisisnot",2,17,6,0.352941176470588,4
"51575","ThisIsNotMyName",1,1,0,0,1
"51576","thisisvane",2,1,0,0,1
"51577","ThisPeevedPanda",1,1,0,0,1
"51578","Thiss_grll",3,4,2,0.5,5
"51579","ThisWorldlsMine",1.5,4,1,0.25,3
"51580","Thiy",4,6,5,0.833333333333333,9
"51581","thklx1",1,4,1,0.25,3
"51582","ThLoneWolf",3,33,19,0.575757575757576,6
"51583","THM",6,7,5,0.714285714285714,8
"51584","Thnx4dafood",2,69,32,0.463768115942029,5
"51585","thokongen",4,3,2,0.666666666666667,7
"51586","THOL",4,3,2,0.666666666666667,7
"51587","Thomas_Hiro",4,6,4,0.666666666666667,7
"51588","Thomasklij",7.5,2,2,1,10
"51589","thomazhk5",7,1,1,1,10
"51590","Thombs",3.5,16,10,0.625,7
"51591","Thomeases",5,7,6,0.857142857142857,9
"51592","Thomie",3,7,4,0.571428571428571,6
"51593","thomson_02",5,1,1,1,10
"51594","Thopla",3,15,8,0.533333333333333,6
"51595","Thor_no_Genno",5,2,1,0.5,5
"51596","Thor1453",1,1,0,0,1
"51597","Thoranth",8,1,1,1,10
"51598","ThorAxe911",5.5,2,2,1,10
"51599","Thorgils96",2,19,9,0.473684210526316,5
"51600","Thorgram",4,23,19,0.826086956521739,9
"51601","Thorize",5.5,4,3,0.75,8
"51602","ThornFlower",3,3,2,0.666666666666667,7
"51603","ThornheartCat",9,4,4,1,10
"51604","Thornister",2,11,2,0.181818181818182,2
"51605","thornsap",7,2,2,1,10
"51606","Thorough",4,3,3,1,10
"51607","Thorris",6,2,2,1,10
"51608","Thotol",1,5,1,0.2,2
